seqid	bp	p_val	calibrated.pvalue	p.bonf	start	end	strand	gene_id	description	dist_to_start	dist_to_end	in_gene	in_window	position	distance
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	111553	114116	+	Sdiv_ptg000014l_0026-R	Similar to PEX11C: Peroxisomal membrane protein 11C (Arabidopsis thaliana)	61128	58565	FALSE	TRUE	downstream	58565
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	108145	110992	+	Sdiv_ptg000014l_0024-R	Similar to GET3A: ATPase GET3A (Arabidopsis thaliana)	64536	61689	FALSE	TRUE	downstream	61689
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	109567	110014	-	Sdiv_ptg000014l_0025-R	Protein of unknown function	63114	62667	FALSE	TRUE	downstream	62667
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	235901	237922	-	Sdiv_ptg000014l_0057-R	Similar to PIP5K10: Phosphatidylinositol 4-phosphate 5-kinase 10 (Arabidopsis thaliana)	-63220	-65241	FALSE	TRUE	upstream	63220
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	103721	107316	-	Sdiv_ptg000014l_0023-R	Similar to SETD3: Actin-histidine N-methyltransferase (Canis lupus familiaris)	68960	65365	FALSE	TRUE	downstream	65365
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	239408	243344	+	Sdiv_ptg000014l_0058-R	Similar to EDR4: Protein ENHANCED DISEASE RESISTANCE 4 (Arabidopsis thaliana)	-66727	-70663	FALSE	TRUE	upstream	66727
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	99758	103380	+	Sdiv_ptg000014l_0022-R	Similar to ANKZF1: Ankyrin repeat and zinc finger domain-containing protein 1 (Homo sapiens)	72923	69301	FALSE	TRUE	downstream	69301
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	244605	245189	-	Sdiv_ptg000014l_0059-R	Similar to ETC1: MYB-like transcription factor ETC1 (Arabidopsis thaliana)	-71924	-72508	FALSE	TRUE	upstream	71924
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	98238	100014	-	Sdiv_ptg000014l_0021-R	Similar to CYP18-1: Peptidyl-prolyl cis-trans isomerase CYP18-1 (Arabidopsis thaliana)	74443	72667	FALSE	TRUE	downstream	72667
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	247202	250530	-	Sdiv_ptg000014l_0060-R	Similar to PYL9: Abscisic acid receptor PYL9 (Arabidopsis thaliana)	-74521	-77849	FALSE	TRUE	upstream	74521
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	92330	97787	-	Sdiv_ptg000014l_0020-R	Similar to KINUB: Kinesin-like protein KIN-UB (Arabidopsis thaliana)	80351	74894	FALSE	TRUE	downstream	74894
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	85739	92723	+	Sdiv_ptg000014l_0019-R	Similar to BIG3: Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (Arabidopsis thaliana)	86942	79958	FALSE	TRUE	downstream	79958
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	252857	254757	-	Sdiv_ptg000014l_0061-R	Similar to At1g01350: Zinc finger CCCH domain-containing protein 1 (Arabidopsis thaliana)	-80176	-82076	FALSE	TRUE	upstream	80176
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	254757	258548	+	Sdiv_ptg000014l_0062-R	Similar to CNGC10: Probable cyclic nucleotide-gated ion channel 10 (Arabidopsis thaliana)	-82076	-85867	FALSE	TRUE	upstream	82076
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	260183	269833	+	Sdiv_ptg000014l_0063-R	Similar to REC1: Protein REDUCED CHLOROPLAST COVERAGE 1 (Arabidopsis thaliana)	-87502	-97152	FALSE	TRUE	upstream	87502
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	83236	84782	-	Sdiv_ptg000014l_0018-R	Similar to At1g01970: Pentatricopeptide repeat-containing protein At1g01970 (Arabidopsis thaliana)	89445	87899	FALSE	TRUE	downstream	87899
Chr1	172681	1.615727362374102e-5	6.172800738895027e-13	1	73128	77050	-	Sdiv_ptg000014l_0017-R	Similar to SEC1A: Protein transport Sec1a (Arabidopsis thaliana)	99553	95631	FALSE	TRUE	downstream	95631
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18479456	18483376	+	Sdiv_ptg000002l_0492-R	Similar to DGAT2: Diacylglycerol O-acyltransferase 2 (Arabidopsis thaliana)	2907	-1013	TRUE	TRUE	in_gene	0
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18484145	18486492	+	Sdiv_ptg000002l_0491-R	Protein of unknown function	-1782	-4129	FALSE	TRUE	upstream	1782
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18478603	18479370	+	Sdiv_ptg000002l_0493-R	Protein of unknown function	3760	2993	FALSE	TRUE	downstream	2993
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18475141	18477691	-	Sdiv_ptg000002l_0494-R	Similar to MSSP3: Monosaccharide-sensing protein 3 (Arabidopsis thaliana)	7222	4672	FALSE	TRUE	downstream	4672
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18487190	18489889	-	Sdiv_ptg000002l_0490-R	Similar to FER: Receptor-like protein kinase FERONIA (Arabidopsis thaliana)	-4827	-7526	FALSE	TRUE	upstream	4827
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18476659	18477519	+	Sdiv_ptg000002l_0495-R	Protein of unknown function	5704	4844	FALSE	TRUE	downstream	4844
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18471113	18474975	+	Sdiv_ptg000002l_0496-R	Similar to GLR3.6: Glutamate receptor 3.6 (Arabidopsis thaliana)	11250	7388	FALSE	TRUE	downstream	7388
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18491635	18494512	-	Sdiv_ptg000002l_0489-R	Protein of unknown function	-9272	-12149	FALSE	TRUE	upstream	9272
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18468772	18470430	-	Sdiv_ptg000002l_0497-R	Similar to At3g51470: Probable protein phosphatase 2C 47 (Arabidopsis thaliana)	13591	11933	FALSE	TRUE	downstream	11933
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18464043	18468619	+	Sdiv_ptg000002l_0498-R	Similar to SAC7: Phosphoinositide phosphatase SAC7 (Arabidopsis thaliana)	18320	13744	FALSE	TRUE	downstream	13744
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18496390	18496806	-	Sdiv_ptg000002l_0488-R	Similar to LTP12: Non-specific lipid-transfer protein 12 (Arabidopsis thaliana)	-14027	-14443	FALSE	TRUE	upstream	14027
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18497723	18498492	-	Sdiv_ptg000002l_0487-R	Similar to LTP5: Non-specific lipid-transfer protein 5 (Arabidopsis thaliana)	-15360	-16129	FALSE	TRUE	upstream	15360
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18498908	18502081	-	Sdiv_ptg000002l_0486-R	Protein of unknown function	-16545	-19718	FALSE	TRUE	upstream	16545
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18459606	18462280	+	Sdiv_ptg000002l_0499-R	Similar to SSL6: Protein STRICTOSIDINE SYNTHASE-LIKE 6 (Arabidopsis thaliana)	22757	20083	FALSE	TRUE	downstream	20083
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18504191	18508906	+	Sdiv_ptg000002l_0485-R	Protein of unknown function	-21828	-26543	FALSE	TRUE	upstream	21828
Chr11	18482363	1.619006356752351e-5	6.24932719277215e-13	1	18455939	18456676	-	Sdiv_ptg000002l_0500-R	Protein of unknown function	26424	25687	FALSE	TRUE	downstream	25687
